month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2019/02/01 05:00:00+00,Total,28,Bus,7502531,267948,4405
2019/02/01 05:00:00+00,Total,28,Trackless Trolley,223272,7974,4406
2019/02/01 05:00:00+00,Total,28,Private Bus,67231,2401,4407
2019/02/01 05:00:00+00,Total,28,All Bus,8620373,307870,4408
2019/02/01 05:00:00+00,Total,28,Commuter Rail,2384857,85173,4409
2019/02/01 05:00:00+00,Total,28,Ferry,94082,3360,4410
2019/02/01 05:00:00+00,Total,28,The RIDE,138199,4936,4411
2019/01/01 05:00:00+00,Weekday,21,Blue Line,1278062,60860,4412
2019/01/01 05:00:00+00,Weekday,21,Orange Line,4018096,191338,4413
2019/01/01 05:00:00+00,Weekday,21,Red Line,4977090,237004,4414
2019/01/01 05:00:00+00,Weekday,21,Heavy Rail,10273248,489202,4415
2019/01/01 05:00:00+00,Weekday,21,Green Line,3539303,168538,4416
2019/01/01 05:00:00+00,Weekday,21,Light Rail,3539303,168538,4417
2019/01/01 05:00:00+00,Weekday,21,Silver Line,728626,34696,4418
2019/01/01 05:00:00+00,Weekday,21,Bus,6901437,328640,4419
2019/01/01 05:00:00+00,Weekday,21,Trackless Trolley,227048,10812,4420
2019/01/01 05:00:00+00,Weekday,21,Private Bus,57372,2732,4421
2019/01/01 05:00:00+00,Weekday,21,All Bus,7914483,376880,4422
2019/01/01 05:00:00+00,Weekday,21,Commuter Rail,2536128,120768,4423
2019/01/01 05:00:00+00,Weekday,21,Ferry,96936,4616,4424
2019/01/01 05:00:00+00,Weekday,21,The RIDE,119049,5669,4425
2019/01/01 05:00:00+00,Saturday,4,Blue Line,135740,33935,4426
2019/01/01 05:00:00+00,Saturday,4,Orange Line,345187,86297,4427
2019/01/01 05:00:00+00,Saturday,4,Red Line,396953,99238,4428
2019/01/01 05:00:00+00,Saturday,4,Heavy Rail,877880,219470,4429
2019/01/01 05:00:00+00,Saturday,4,Green Line,388922,97230,4430
2019/01/01 05:00:00+00,Saturday,4,Light Rail,388922,97230,4431
2019/01/01 05:00:00+00,Saturday,4,Silver Line,96473,24118,4432
2019/01/01 05:00:00+00,Saturday,4,Bus,717533,179383,4433
2019/01/01 05:00:00+00,Saturday,4,Trackless Trolley,22785,5696,4434
2019/01/01 05:00:00+00,Saturday,4,All Bus,836791,209198,4435
2019/01/01 05:00:00+00,Saturday,4,Commuter Rail,72628,18157,4436
2019/01/01 05:00:00+00,Saturday,4,The RIDE,12668,3167,4437
2019/01/01 05:00:00+00,Sunday,4,Blue Line,96036,24009,4438
2019/01/01 05:00:00+00,Sunday,4,Orange Line,227635,56909,4439
2019/01/01 05:00:00+00,Sunday,4,Red Line,286759,71690,4440
2019/01/01 05:00:00+00,Sunday,4,Heavy Rail,610431,152608,4441
2019/01/01 05:00:00+00,Sunday,4,Green Line,264217,66054,4442
2019/01/01 05:00:00+00,Sunday,4,Light Rail,264217,66054,4443
2019/01/01 05:00:00+00,Sunday,4,Silver Line,73927,18482,4444
2019/01/01 05:00:00+00,Sunday,4,Bus,453345,113336,4445
2019/01/01 05:00:00+00,Sunday,4,All Bus,527272,131818,4446
2019/01/01 05:00:00+00,Sunday,4,Commuter Rail,51856,12964,4447
2019/01/01 05:00:00+00,Sunday,4,The RIDE,8487,2122,4448
2019/01/01 05:00:00+00,Total,31,Blue Line,1606484,51822,4449
2019/01/01 05:00:00+00,Total,31,Orange Line,4825535,155662,4450
2019/03/01 05:00:00+00,Total,31,Green Line,4692764,151379,4451
2019/03/01 05:00:00+00,Total,31,Light Rail,4692764,151379,4452
2019/03/01 05:00:00+00,Total,31,Silver Line,995833,32124,4453
2019/03/01 05:00:00+00,Total,31,Bus,8441657,272312,4454
2019/03/01 05:00:00+00,Total,31,Trackless Trolley,249097,8035,4455
2019/03/01 05:00:00+00,Total,31,Private Bus,74612,2407,4456
2019/03/01 05:00:00+00,Total,31,All Bus,9761200,314877,4457
2019/03/01 05:00:00+00,Total,31,Commuter Rail,2628828,84801,4458
2019/03/01 05:00:00+00,Total,31,Ferry,102937,3321,4459
2019/03/01 05:00:00+00,Total,31,The RIDE,154294,4977,4460
2019/02/01 05:00:00+00,Weekday,19,Blue Line,1188179,62536,4461
2019/02/01 05:00:00+00,Weekday,19,Orange Line,3750436,197391,4462
2019/02/01 05:00:00+00,Weekday,19,Red Line,4758082,250425,4463
2019/02/01 05:00:00+00,Weekday,19,Heavy Rail,9696698,510353,4464
2019/02/01 05:00:00+00,Weekday,19,Green Line,3427318,180385,4465
2019/02/01 05:00:00+00,Weekday,19,Light Rail,3427318,180385,4466
2019/02/01 05:00:00+00,Weekday,19,Silver Line,655079,34478,4467
2019/02/01 05:00:00+00,Weekday,19,Bus,6360567,334767,4468
2019/02/01 05:00:00+00,Weekday,19,Trackless Trolley,203461,10708,4469
2019/02/01 05:00:00+00,Weekday,19,Private Bus,57057,3003,4470
2019/02/01 05:00:00+00,Weekday,19,All Bus,7276164,382956,4471
2019/02/01 05:00:00+00,Weekday,19,Commuter Rail,2318133,122007,4472
2019/02/01 05:00:00+00,Weekday,19,Ferry,87685,4615,4473
2019/02/01 05:00:00+00,Weekday,19,The RIDE,110010,5790,4474
2019/02/01 05:00:00+00,Saturday,4,Blue Line,146338,36584,4475
2019/02/01 05:00:00+00,Saturday,4,Orange Line,374656,93664,4476
2019/02/01 05:00:00+00,Saturday,4,Red Line,413718,103430,4477
2019/02/01 05:00:00+00,Saturday,4,Heavy Rail,934712,233678,4478
2019/02/01 05:00:00+00,Saturday,4,Green Line,440993,110248,4479
2019/02/01 05:00:00+00,Saturday,4,Light Rail,440993,110248,4480
2019/02/01 05:00:00+00,Saturday,4,Silver Line,99588,24897,4481
2019/02/01 05:00:00+00,Saturday,4,Bus,783211,195803,4482
2019/02/01 05:00:00+00,Saturday,4,Trackless Trolley,26022,6506,4483
2019/02/01 05:00:00+00,Saturday,4,All Bus,908821,227205,4484
2019/02/01 05:00:00+00,Saturday,4,Commuter Rail,74492,18623,4485
2019/02/01 05:00:00+00,Saturday,4,The RIDE,11892,2973,4486
2019/02/01 05:00:00+00,Sunday,4,Blue Line,106301,26575,4487
2019/02/01 05:00:00+00,Sunday,4,Orange Line,267268,66817,4488
2019/02/01 05:00:00+00,Sunday,4,Red Line,315576,78894,4489
2019/02/01 05:00:00+00,Sunday,4,Heavy Rail,689146,172286,4490
2019/02/01 05:00:00+00,Sunday,4,Green Line,314998,78750,4491
2019/02/01 05:00:00+00,Sunday,4,Light Rail,314998,78750,4492
2019/02/01 05:00:00+00,Sunday,4,Silver Line,63447,15862,4493
2019/02/01 05:00:00+00,Sunday,4,Bus,410944,102736,4494
2019/02/01 05:00:00+00,Sunday,4,All Bus,474391,118598,4495
2019/02/01 05:00:00+00,Sunday,4,Commuter Rail,55804,13951,4496
2019/02/01 05:00:00+00,Sunday,4,The RIDE,10534,2634,4497
2019/02/01 05:00:00+00,Total,28,Blue Line,1474714,52668,4498
2019/02/01 05:00:00+00,Total,28,Orange Line,4478618,159951,4499
2019/02/01 05:00:00+00,Total,28,Red Line,5594678,199810,4500
2019/06/01 04:00:00+00,Total,30,Bus,8192818,273094,4501
2019/05/01 04:00:00+00,Total,31,Silver Line,1054740,34024,4502
2019/01/01 05:00:00+00,Total,31,Red Line,5934838,191446,4503
2018/12/01 05:00:00+00,Total,31,Orange Line,4457194,143780,4504
2018/11/01 04:00:00+00,Total,30,Blue Line,1658350,55278,4505
2019/04/01 04:00:00+00,Total,30,Light Rail,5044398,168147,4506
2019/04/01 04:00:00+00,Total,30,Silver Line,995353,33178,4507
2019/04/01 04:00:00+00,Total,30,Bus,8554377,285146,4508
2019/04/01 04:00:00+00,Total,30,Trackless Trolley,247429,8248,4509
2019/04/01 04:00:00+00,Total,30,Private Bus,80412,2680,4510
2019/04/01 04:00:00+00,Total,30,All Bus,9877570,329252,4511
2019/04/01 04:00:00+00,Total,30,Commuter Rail,2689704,89657,4512
2019/04/01 04:00:00+00,Total,30,Ferry,118564,3952,4513
2019/04/01 04:00:00+00,Total,30,The RIDE,157672,5256,4514
2019/03/01 05:00:00+00,Weekday,21,Blue Line,1321537,62930,4515
2019/03/01 05:00:00+00,Weekday,21,Orange Line,4150058,197622,4516
2019/03/01 05:00:00+00,Weekday,21,Red Line,5248193,249914,4517
2019/03/01 05:00:00+00,Weekday,21,Heavy Rail,10719788,510466,4518
2019/03/01 05:00:00+00,Weekday,21,Green Line,3728685,177556,4519
2019/03/01 05:00:00+00,Weekday,21,Light Rail,3728685,177556,4520
2019/03/01 05:00:00+00,Weekday,21,Silver Line,786680,37461,4521
2019/03/01 05:00:00+00,Weekday,21,Bus,7155921,340758,4522
2019/03/01 05:00:00+00,Weekday,21,Trackless Trolley,228674,10889,4523
2019/03/01 05:00:00+00,Weekday,21,Private Bus,64281,3061,4524
2019/03/01 05:00:00+00,Weekday,21,All Bus,8235556,392169,4525
2019/03/01 05:00:00+00,Weekday,21,Commuter Rail,2558136,121816,4526
2019/03/01 05:00:00+00,Weekday,21,Ferry,115773,5513,4527
2019/03/01 05:00:00+00,Weekday,21,The RIDE,127197,6057,4528
2019/03/01 05:00:00+00,Saturday,5,Blue Line,182708,36542,4529
2019/03/01 05:00:00+00,Saturday,5,Orange Line,493859,98772,4530
2019/03/01 05:00:00+00,Saturday,5,Red Line,564893,112979,4531
2019/03/01 05:00:00+00,Saturday,5,Heavy Rail,1241459,248292,4532
2019/03/01 05:00:00+00,Saturday,5,Green Line,558866,111773,4533
2019/03/01 05:00:00+00,Saturday,5,Light Rail,558866,111773,4534
2019/03/01 05:00:00+00,Saturday,5,Silver Line,105953,21191,4535
2019/03/01 05:00:00+00,Saturday,5,Bus,822544,164509,4536
2019/03/01 05:00:00+00,Saturday,5,Trackless Trolley,27327,5465,4537
2019/03/01 05:00:00+00,Saturday,5,All Bus,955824,191165,4538
2019/03/01 05:00:00+00,Saturday,5,Commuter Rail,92640,18528,4539
2019/03/01 05:00:00+00,Saturday,5,The RIDE,19865,3973,4540
2019/03/01 05:00:00+00,Sunday,5,Blue Line,134619,26924,4541
2019/03/01 05:00:00+00,Sunday,5,Orange Line,352086,70417,4542
2019/03/01 05:00:00+00,Sunday,5,Red Line,443749,88750,4543
2019/03/01 05:00:00+00,Sunday,5,Heavy Rail,930455,186091,4544
2019/03/01 05:00:00+00,Sunday,5,Green Line,405214,81043,4545
2019/03/01 05:00:00+00,Sunday,5,Light Rail,405214,81043,4546
2019/03/01 05:00:00+00,Sunday,5,Silver Line,89404,17881,4547
2019/03/01 05:00:00+00,Sunday,5,Bus,522371,104474,4548
2019/03/01 05:00:00+00,Sunday,5,All Bus,611775,122355,4549
2019/03/01 05:00:00+00,Sunday,5,Commuter Rail,68645,13729,4550
2019/03/01 05:00:00+00,Sunday,5,The RIDE,12703,2541,4551
2019/03/01 05:00:00+00,Total,31,Blue Line,1638864,52867,4552
2019/03/01 05:00:00+00,Total,31,Orange Line,4996003,161161,4553
2019/03/01 05:00:00+00,Total,31,Red Line,6256835,201833,4554
2019/03/01 05:00:00+00,Total,31,Heavy Rail,12891702,415861,4555
2018/11/01 04:00:00+00,Total,30,Orange Line,4950758,165025,4556
2018/11/01 04:00:00+00,Total,30,Red Line,6120446,204015,4557
2018/11/01 04:00:00+00,Total,30,Heavy Rail,12729554,424318,4558
2018/11/01 04:00:00+00,Total,30,Green Line,4710656,157022,4559
2018/11/01 04:00:00+00,Total,30,Light Rail,4710656,157022,4560
2018/11/01 04:00:00+00,Total,30,Silver Line,965165,32172,4561
2018/11/01 04:00:00+00,Total,30,Bus,8272985,275766,4562
2018/11/01 04:00:00+00,Total,30,Trackless Trolley,258734,8624,4563
2018/11/01 04:00:00+00,Total,30,Private Bus,74198,2473,4564
2018/11/01 04:00:00+00,Total,30,All Bus,9571082,319036,4565
2018/11/01 04:00:00+00,Total,30,Commuter Rail,2593497,86450,4566
2018/11/01 04:00:00+00,Total,30,Ferry,106346,3545,4567
2018/11/01 04:00:00+00,Total,30,The RIDE,157104,5237,4568
2018/10/01 04:00:00+00,Weekday,23,Blue Line,1602965,69694,4569
2018/10/01 04:00:00+00,Weekday,23,Orange Line,4940089,214786,4570
2018/10/01 04:00:00+00,Weekday,23,Red Line,6199732,269554,4571
2018/10/01 04:00:00+00,Weekday,23,Heavy Rail,12742785,554034,4572
2018/10/01 04:00:00+00,Weekday,23,Green Line,4615929,200693,4573
2018/10/01 04:00:00+00,Weekday,23,Light Rail,4615929,200693,4574
2018/10/01 04:00:00+00,Weekday,23,Silver Line,879936,38258,4575
2018/10/01 04:00:00+00,Weekday,23,Bus,8211792,357034,4576
2018/10/01 04:00:00+00,Weekday,23,Trackless Trolley,274401,11930,4577
2018/10/01 04:00:00+00,Weekday,23,Private Bus,75992,3304,4578
2018/10/01 04:00:00+00,Weekday,23,All Bus,9442121,410527,4579
2018/10/01 04:00:00+00,Weekday,23,Commuter Rail,2803355,121885,4580
2018/10/01 04:00:00+00,Weekday,23,Ferry,138989,6043,4581
2018/10/01 04:00:00+00,Weekday,23,The RIDE,144141,6267,4582
2018/10/01 04:00:00+00,Saturday,4,Blue Line,163375,40844,4583
2018/10/01 04:00:00+00,Saturday,4,Orange Line,361737,90434,4584
2018/10/01 04:00:00+00,Saturday,4,Red Line,487319,121830,4585
2018/10/01 04:00:00+00,Saturday,4,Heavy Rail,1012431,253108,4586
2018/10/01 04:00:00+00,Saturday,4,Green Line,519448,129862,4587
2018/10/01 04:00:00+00,Saturday,4,Light Rail,519448,129862,4588
2018/10/01 04:00:00+00,Saturday,4,Silver Line,79269,19817,4589
2018/10/01 04:00:00+00,Saturday,4,Bus,671567,167892,4590
2018/10/01 04:00:00+00,Saturday,4,Trackless Trolley,23885,5971,4591
2018/10/01 04:00:00+00,Saturday,4,All Bus,774721,193680,4592
2018/10/01 04:00:00+00,Saturday,4,Commuter Rail,66292,16573,4593
2018/10/01 04:00:00+00,Saturday,4,The RIDE,12036,3009,4594
2018/10/01 04:00:00+00,Sunday,4,Blue Line,134503,33626,4595
2018/10/01 04:00:00+00,Sunday,4,Orange Line,279726,69932,4596
2018/10/01 04:00:00+00,Sunday,4,Red Line,400252,100063,4597
2018/10/01 04:00:00+00,Sunday,4,Heavy Rail,814482,203620,4598
2018/10/01 04:00:00+00,Sunday,4,Green Line,408083,102021,4599
2018/10/01 04:00:00+00,Sunday,4,Light Rail,408083,102021,4600
2018/10/01 04:00:00+00,Sunday,4,Silver Line,73546,18386,4601
2018/10/01 04:00:00+00,Sunday,4,Bus,484299,121075,4602
2018/10/01 04:00:00+00,Sunday,4,All Bus,557845,139461,4603
2018/10/01 04:00:00+00,Sunday,4,Commuter Rail,50304,12576,4604
2018/12/01 05:00:00+00,Total,31,Red Line,5414553,174663,4605
2019/01/01 05:00:00+00,Total,31,Heavy Rail,12366856,398931,4606
2019/05/01 04:00:00+00,Total,31,Bus,8887371,286689,4607
2019/06/01 04:00:00+00,Total,30,Trackless Trolley,237303,7910,4608
2019/06/01 04:00:00+00,Total,30,Private Bus,82568,2752,4609
2019/06/01 04:00:00+00,Total,30,All Bus,9499422,316647,4610
2019/06/01 04:00:00+00,Total,30,Commuter Rail,2465906,82197,4611
2019/06/01 04:00:00+00,Total,30,Ferry,167104,5570,4612
2019/06/01 04:00:00+00,Total,30,The RIDE,150073,5002,4613
2019/05/01 04:00:00+00,Weekday,23,Blue Line,1510954,65694,4614
2019/05/01 04:00:00+00,Weekday,23,Orange Line,4528760,196903,4615
2019/05/01 04:00:00+00,Weekday,23,Red Line,5681868,247038,4616
2019/05/01 04:00:00+00,Weekday,23,Heavy Rail,11721582,509634,4617
2019/05/01 04:00:00+00,Weekday,23,Green Line,3960256,172185,4618
2019/05/01 04:00:00+00,Weekday,23,Light Rail,3960256,172185,4619
2019/05/01 04:00:00+00,Weekday,23,Silver Line,850391,36974,4620
2019/05/01 04:00:00+00,Weekday,23,Bus,7635732,331988,4621
2019/05/01 04:00:00+00,Weekday,23,Trackless Trolley,249078,10829,4622
2019/05/01 04:00:00+00,Weekday,23,Private Bus,76015,3305,4623
2019/05/01 04:00:00+00,Weekday,23,All Bus,8811215,383096,4624
2019/05/01 04:00:00+00,Weekday,23,Commuter Rail,2777871,120777,4625
2019/05/01 04:00:00+00,Weekday,23,Ferry,129168,5616,4626
2019/05/01 04:00:00+00,Weekday,23,The RIDE,138460,6020,4627
2019/05/01 04:00:00+00,Saturday,4,Blue Line,177652,44413,4628
2019/05/01 04:00:00+00,Saturday,4,Orange Line,436823,109206,4629
2019/05/01 04:00:00+00,Saturday,4,Red Line,532708,133177,4630
2019/05/01 04:00:00+00,Saturday,4,Heavy Rail,1147184,286796,4631
2019/05/01 04:00:00+00,Saturday,4,Green Line,461370,115342,4632
2019/05/01 04:00:00+00,Saturday,4,Light Rail,461370,115342,4633
2019/05/01 04:00:00+00,Saturday,4,Silver Line,90377,22594,4634
2019/05/01 04:00:00+00,Saturday,4,Bus,721154,180288,4635
2019/05/01 04:00:00+00,Saturday,4,Trackless Trolley,21268,5317,4636
2019/05/01 04:00:00+00,Saturday,4,All Bus,832799,208200,4637
2019/05/01 04:00:00+00,Saturday,4,Commuter Rail,74820,18705,4638
2019/05/01 04:00:00+00,Saturday,4,The RIDE,12000,3000,4639
2019/05/01 04:00:00+00,Sunday,4,Blue Line,129477,32369,4640
2019/05/01 04:00:00+00,Sunday,4,Orange Line,297767,74442,4641
2019/05/01 04:00:00+00,Sunday,4,Red Line,388111,97028,4642
2019/05/01 04:00:00+00,Sunday,4,Heavy Rail,815355,203839,4643
2019/05/01 04:00:00+00,Sunday,4,Green Line,330528,82632,4644
2019/05/01 04:00:00+00,Sunday,4,Light Rail,330528,82632,4645
2019/05/01 04:00:00+00,Sunday,4,Silver Line,99156,24789,4646
2019/05/01 04:00:00+00,Sunday,4,Bus,572331,143083,4647
2019/05/01 04:00:00+00,Sunday,4,All Bus,671487,167872,4648
2019/05/01 04:00:00+00,Sunday,4,Commuter Rail,50736,12684,4649
2019/05/01 04:00:00+00,Sunday,4,The RIDE,11191,2798,4650
2019/05/01 04:00:00+00,Total,31,Blue Line,1858843,59963,4651
2019/05/01 04:00:00+00,Total,31,Orange Line,5354899,172739,4652
2019/05/01 04:00:00+00,Total,31,Red Line,6705541,216308,4653
2019/05/01 04:00:00+00,Total,31,Heavy Rail,13919283,449009,4654
2019/05/01 04:00:00+00,Total,31,Green Line,4853219,156555,4655
2019/05/01 04:00:00+00,Total,31,Light Rail,4853219,156555,4656
2019/05/01 04:00:00+00,Total,31,Trackless Trolley,260752,8411,4657
2019/05/01 04:00:00+00,Total,31,Private Bus,84225,2717,4658
2019/05/01 04:00:00+00,Total,31,All Bus,10287088,331842,4659
2019/05/01 04:00:00+00,Total,31,Commuter Rail,2702198,87168,4660
2019/05/01 04:00:00+00,Total,31,Ferry,139499,4500,4661
2019/05/01 04:00:00+00,Total,31,The RIDE,162453,5240,4662
2019/04/01 04:00:00+00,Weekday,22,Blue Line,1474893,67041,4663
2019/04/01 04:00:00+00,Weekday,22,Orange Line,4492855,204221,4664
2019/04/01 04:00:00+00,Weekday,22,Red Line,5637800,256264,4665
2019/04/01 04:00:00+00,Weekday,22,Heavy Rail,11605549,527525,4666
2019/04/01 04:00:00+00,Weekday,22,Green Line,4158917,189042,4667
2019/04/01 04:00:00+00,Weekday,22,Light Rail,4158917,189042,4668
2019/04/01 04:00:00+00,Weekday,22,Silver Line,823061,37412,4669
2019/04/01 04:00:00+00,Weekday,22,Bus,7481108,340050,4670
2019/04/01 04:00:00+00,Weekday,22,Trackless Trolley,234669,10667,4671
2019/04/01 04:00:00+00,Weekday,22,Private Bus,70774,3217,4672
2019/04/01 04:00:00+00,Weekday,22,All Bus,8609612,391346,4673
2019/04/01 04:00:00+00,Weekday,22,Commuter Rail,2655972,120726,4674
2019/04/01 04:00:00+00,Weekday,22,Ferry,113036,5138,4675
2019/04/01 04:00:00+00,Weekday,22,The RIDE,133386,6063,4676
2019/04/01 04:00:00+00,Saturday,4,Blue Line,172474,43118,4677
2019/04/01 04:00:00+00,Saturday,4,Orange Line,427902,106976,4678
2019/04/01 04:00:00+00,Saturday,4,Red Line,490722,122680,4679
2019/04/01 04:00:00+00,Saturday,4,Heavy Rail,1091098,272774,4680
2019/04/01 04:00:00+00,Saturday,4,Green Line,507429,126857,4681
2019/04/01 04:00:00+00,Saturday,4,Light Rail,507429,126857,4682
2019/04/01 04:00:00+00,Saturday,4,Silver Line,87541,21885,4683
2019/04/01 04:00:00+00,Saturday,4,Bus,690879,172720,4684
2019/04/01 04:00:00+00,Saturday,4,Trackless Trolley,20529,5132,4685
2019/04/01 04:00:00+00,Saturday,4,All Bus,798949,199737,4686
2019/04/01 04:00:00+00,Saturday,4,Commuter Rail,74924,18731,4687
2019/04/01 04:00:00+00,Saturday,4,The RIDE,12148,3037,4688
2019/04/01 04:00:00+00,Sunday,4,Blue Line,130320,32580,4689
2019/04/01 04:00:00+00,Sunday,4,Orange Line,305143,76286,4690
2019/04/01 04:00:00+00,Sunday,4,Red Line,368734,92184,4691
2019/04/01 04:00:00+00,Sunday,4,Heavy Rail,804197,201049,4692
2019/04/01 04:00:00+00,Sunday,4,Green Line,378052,94513,4693
2019/04/01 04:00:00+00,Sunday,4,Light Rail,378052,94513,4694
2019/04/01 04:00:00+00,Sunday,4,Silver Line,70878,17720,4695
2019/04/01 04:00:00+00,Sunday,4,Bus,446571,111643,4696
2019/04/01 04:00:00+00,Sunday,4,All Bus,517449,129362,4697
2019/04/01 04:00:00+00,Sunday,4,Commuter Rail,51508,12877,4698
2019/04/01 04:00:00+00,Sunday,4,The RIDE,11936,2984,4699
2019/04/01 04:00:00+00,Total,30,Blue Line,1777688,59256,4700
2019/04/01 04:00:00+00,Total,30,Orange Line,5225900,174197,4701
2019/04/01 04:00:00+00,Total,30,Red Line,6497257,216575,4702
2018/12/01 05:00:00+00,Total,31,Heavy Rail,11405829,367930,4703
2019/01/01 05:00:00+00,Total,31,Green Line,4442494,143306,4704
2019/04/01 04:00:00+00,Total,30,Heavy Rail,13500844,450028,4705
2019/04/01 04:00:00+00,Total,30,Green Line,5044398,168147,4706
2019/01/01 05:00:00+00,Total,31,Light Rail,4442494,143306,4707
2019/01/01 05:00:00+00,Total,31,Silver Line,911709,29410,4708
2019/01/01 05:00:00+00,Total,31,Bus,8016103,258584,4709
2019/01/01 05:00:00+00,Total,31,Trackless Trolley,235264,7589,4710
2019/01/01 05:00:00+00,Total,31,Private Bus,72211,2329,4711
2019/01/01 05:00:00+00,Total,31,All Bus,9235287,297912,4712
2019/01/01 05:00:00+00,Total,31,Commuter Rail,2705418,87272,4713
2019/01/01 05:00:00+00,Total,31,Ferry,101561,3276,4714
2019/01/01 05:00:00+00,Total,31,The RIDE,150235,4846,4715
2018/12/01 05:00:00+00,Weekday,20,Blue Line,1190476,59524,4716
2018/12/01 05:00:00+00,Total,31,Green Line,4190922,135191,4717
2018/12/01 05:00:00+00,Weekday,20,Orange Line,3601484,180074,4718
2018/12/01 05:00:00+00,Total,31,Light Rail,4190922,135191,4719
2018/12/01 05:00:00+00,Weekday,20,Red Line,4451265,222563,4720
2018/12/01 05:00:00+00,Total,31,Silver Line,848093,27358,4721
2018/12/01 05:00:00+00,Weekday,20,Heavy Rail,9243225,462161,4722
2018/12/01 05:00:00+00,Total,31,Bus,7604220,245297,4723
2018/12/01 05:00:00+00,Weekday,20,Green Line,3248487,162424,4724
2018/12/01 05:00:00+00,Total,31,Trackless Trolley,209140,6746,4725
2018/12/01 05:00:00+00,Weekday,20,Light Rail,3248487,162424,4726
2018/12/01 05:00:00+00,Total,31,Private Bus,71482,2306,4727
2018/12/01 05:00:00+00,Weekday,20,Silver Line,659334,32967,4728
2018/12/01 05:00:00+00,Total,31,All Bus,8732935,281708,4729
2018/12/01 05:00:00+00,Weekday,20,Bus,6188521,309426,4730
2018/12/01 05:00:00+00,Total,31,Commuter Rail,2503021,80743,4731
2018/12/01 05:00:00+00,Weekday,20,Trackless Trolley,180810,9040,4732
2018/12/01 05:00:00+00,Total,31,Ferry,89666,2892,4733
2018/12/01 05:00:00+00,Weekday,20,Private Bus,56920,2846,4734
2018/12/01 05:00:00+00,Total,31,The RIDE,150696,4861,4735
2018/12/01 05:00:00+00,Weekday,20,All Bus,7085584,354279,4736
2018/11/01 04:00:00+00,Weekday,21,Blue Line,1364516,64977,4737
2018/12/01 05:00:00+00,Weekday,20,Commuter Rail,2425720,121286,4738
2018/11/01 04:00:00+00,Weekday,21,Orange Line,4236739,201749,4739
2018/12/01 05:00:00+00,Weekday,20,Ferry,89680,4484,4740
2018/11/01 04:00:00+00,Weekday,21,Red Line,5305597,252647,4741
2018/12/01 05:00:00+00,Weekday,20,The RIDE,115000,5750,4742
2018/11/01 04:00:00+00,Weekday,21,Heavy Rail,10906852,519374,4743
2018/12/01 05:00:00+00,Saturday,5,Blue Line,191073,38215,4744
2018/11/01 04:00:00+00,Weekday,21,Green Line,3860535,183835,4745
2018/12/01 05:00:00+00,Saturday,5,Orange Line,482603,96521,4746
2018/11/01 04:00:00+00,Weekday,21,Light Rail,3860535,183835,4747
2018/12/01 05:00:00+00,Saturday,5,Red Line,541318,108264,4748
2018/11/01 04:00:00+00,Weekday,21,Silver Line,798509,38024,4749
2018/12/01 05:00:00+00,Saturday,5,Heavy Rail,1214994,242999,4750
2018/11/01 04:00:00+00,Weekday,21,Bus,7095324,337873,4751
2018/12/01 05:00:00+00,Saturday,5,Green Line,534028,106806,4752
